,Price,Total_Sqft,Location,BHK,Price_Per_Sqft
22367,10800000,1396,Thoraipakkam OMR,3,7736
22371,8131000,1452,Thoraipakkam OMR,2,5599
22372,7201000,1286,Thoraipakkam OMR,2,5599
22374,7956999,1421,Thoraipakkam OMR,2,5599
22375,7218000,1289,Thoraipakkam OMR,2,5599
22379,8037000,1286,Thoraipakkam OMR,2,6249
22380,8881000,1421,Thoraipakkam OMR,2,6249
22384,8494000,1286,Thoraipakkam OMR,2,6604
22387,9075000,1452,Thoraipakkam OMR,2,6250
22389,6589000,1100,Thoraipakkam OMR,2,5990
22390,6500000,734,Thoraipakkam OMR,2,8855
22391,12500000,1500,Thoraipakkam OMR,3,8333
22392,13000000,1850,Thoraipakkam OMR,3,7027
22394,7900000,1286,Thoraipakkam OMR,2,6143
22396,9500000,1353,Thoraipakkam OMR,3,7021
22397,23400000,2275,Thoraipakkam OMR,4,10285
22398,17900000,1701,Thoraipakkam OMR,3,10523
22399,20900000,2022,Thoraipakkam OMR,3,10336
22400,6200000,708,Thoraipakkam OMR,2,8757
22401,18100000,1720,Thoraipakkam OMR,3,10523
22402,6400000,734,Thoraipakkam OMR,2,8719
22403,16100000,1576,Thoraipakkam OMR,2,10215
22404,16700000,1636,Thoraipakkam OMR,2,10207
22405,13400000,1296,Thoraipakkam OMR,2,10339
22408,10300000,1302,Thoraipakkam OMR,3,7910
22409,10300000,1302,Thoraipakkam OMR,3,7910
22411,5000000,1222,Thoraipakkam OMR,2,4091
22412,6700000,1222,Thoraipakkam OMR,2,5482
22414,5004000,1493,Thoraipakkam OMR,2,3351
22415,3965999,1222,Thoraipakkam OMR,2,3245
22417,6400000,708,Thoraipakkam OMR,2,9039
22418,16100000,1720,Thoraipakkam OMR,3,9360
22419,13400000,1576,Thoraipakkam OMR,2,8502
22420,14100000,1720,Thoraipakkam OMR,3,8197
22423,4928000,1060,Thoraipakkam OMR,2,4649
22426,12800000,1636,Thoraipakkam OMR,2,7823
22430,16000000,1707,Thoraipakkam OMR,3,9373
22434,5000000,1227,Thoraipakkam OMR,2,4074
22435,3650000,870,Tiljala,2,4195
22436,13000000,2350,Tiljala,3,5531
22437,5500000,900,Tiljala,2,6111
22438,4200000,750,Tiljala,2,5600
22439,5900000,1100,Tiljala,2,5363
22440,4000000,750,Tiljala,2,5333
22441,5000000,1200,Tiljala,2,4166
22442,3500000,1000,Tiljala,2,3500
22443,2000000,840,Tiljala,2,2380
22444,3811999,1040,Tiljala,2,3665
22445,5000000,750,Tiljala,2,6666
22446,3700000,650,Tiljala,2,5692
22447,3800000,680,Tiljala,2,5588
22448,3829999,870,Tiljala,2,4402
22450,3200000,650,Tiljala,2,4923
22451,2650000,720,Tiljala,2,3680
22452,4620000,750,Tiljala,2,6160
22453,3650000,700,Tiljala,2,5214
22454,6900000,620,Tiljala,2,11129
22455,12500000,1277,Tiljala,3,9788
22457,3800000,750,Tiljala,2,5066
22458,5000000,750,Tiljala,2,6666
22459,4600000,750,Tiljala,2,6133
22461,9556000,1228,Tiljala,3,7781
22462,7852000,1193,Tiljala,3,6581
22463,2200000,1020,Tiljala,2,2156
22464,6500000,1100,Tiljala,2,5909
22468,7000000,650,Tiljala,2,10769
22469,6500000,750,Tiljala,2,8666
22470,3300000,800,Tiljala,2,4125
22471,2500000,800,Tiljala,2,3125
22472,2000000,800,Tiljala,2,2500
22474,2520000,660,Tiljala,2,3818
22475,7500000,1013,Tiljala,3,7403
22476,2100000,850,Tiljala,2,2470
22478,4000000,1020,Tiljala,2,3921
22479,4600000,720,Tiljala,2,6388
22481,3450000,800,Tiljala,2,4312
22484,9000000,1401,Tiljala,3,6423
22485,4000000,950,Tiljala,2,4210
22486,9900000,1013,Tiljala,3,9772
22487,3150000,950,Tiljala,2,3315
22488,10000000,1579,Tiljala,4,6333
22492,7100000,1388,Tiljala,3,5115
22493,14000000,1436,Tiljala,3,9749
22494,8496000,1193,Tiljala,3,7121
22502,8231000,1277,Tiljala,3,6445
22504,9687000,1285,Tiljala,3,7538
22505,2725000,586,Tiruvottiyur,1,4650
22506,3327000,724,Tiruvottiyur,2,4595
22507,2710000,583,Tiruvottiyur,1,4648
22508,2567000,550,Tiruvottiyur,1,4667
22509,2708000,582,Tiruvottiyur,1,4652
22510,9350000,645,Titwala,1,14496
22511,2394000,640,Titwala,1,3740
22512,2436000,640,Titwala,1,3806
22516,6000000,580,Titwala,1,10344
22517,9200000,650,Titwala,1,14153
22518,9520000,650,Titwala,1,14646
22519,2779000,639,Titwala,1,4348
22520,11200000,675,Titwala,1,16592
22521,2283000,575,Titwala,1,3970
22522,2435000,550,Titwala,1,4427
22523,16299999,590,Titwala,1,27627
22524,2574000,618,Titwala,1,4165
22525,2551000,615,Titwala,1,4147
22526,16800000,609,Titwala,1,27586
22527,8500000,670,Titwala,1,12686
22528,2156000,570,Titwala,1,3782
22529,14900000,565,Titwala,1,26371
22531,17400000,670,Titwala,1,25970
22532,4500000,650,Titwala,1,6923
22535,4700000,1250,Toli Chowki,2,3760
22536,4700000,1250,Toli Chowki,2,3760
22537,4700000,1000,Toli Chowki,2,4700
22538,4000000,950,Toli Chowki,2,4210
22539,4500000,1050,Toli Chowki,2,4285
22540,4500000,1050,Toli Chowki,2,4285
22541,4000000,1000,Toli Chowki,2,4000
22542,7000000,1630,Toli Chowki,3,4294
22543,3765999,837,Tollygunge,2,4499
22544,3765999,837,Tollygunge,2,4499
22545,2300000,1030,Tollygunge,2,2233
22549,15500000,1715,Tollygunge,3,9037
22550,3500000,1180,Tollygunge,2,2966
22551,22500000,1601,Tollygunge,3,14053
22552,4650000,800,Tollygunge,2,5812
22553,4800000,1030,Tollygunge,2,4660
22555,7100000,830,Tollygunge,2,8554
22556,11800000,830,Tollygunge,2,14216
22557,8465000,920,Tollygunge,2,9201
22558,9450000,920,Tollygunge,2,10271
22559,9639000,1110,Tollygunge,3,8683
22560,8200000,1050,Tollygunge,3,7809
22561,5500000,1050,Tollygunge,2,5238
22562,13799999,1400,Tollygunge,3,9857
22565,3300000,750,Tollygunge,2,4400
22569,16000000,1450,Tollygunge,3,11034
22570,8200000,1363,Tollygunge,3,6016
22571,4700000,650,Tollygunge,1,7230
22572,13000000,1270,Tollygunge,3,10236
22574,14200000,1301,Tollygunge,2,10914
22575,10100000,1567,Tollygunge,3,6445
22576,7294000,1265,Tollygunge,2,5766
22577,8737000,1256,Tollygunge,2,6956
22578,11100000,1272,Tollygunge,2,8726
22579,8690000,1372,Tollygunge,3,6333
22582,2781000,1228,Tollygunge,2,2264
22586,2600000,1270,Tollygunge,2,2047
22587,5500000,1277,Tollygunge,1,4306
22588,3890000,745,Tollygunge,2,5221
22589,7600000,745,Tollygunge,2,10201
22590,3800000,640,Tollygunge,2,5937
22593,3600000,800,Tollygunge,2,4500
22594,12400000,800,Tollygunge,2,15500
22596,2827000,730,Tollygunge,2,3872
22597,2804000,900,Tollygunge,2,3115
22598,10100000,1050,Tollygunge,3,9619
22599,9900000,730,Tollygunge,2,13561
22600,6000000,1023,Tollygunge,2,5865
22601,4024000,900,Tollygunge,2,4471
22603,12000000,1000,Tollygunge,2,12000
22606,2959000,1010,Tollygunge,2,2929
22610,4550000,856,Tollygunge,2,5315
22611,2324000,940,Tollygunge,2,2472
22612,2118000,700,Tollygunge,1,3025
22613,3400000,940,Tollygunge,2,3617
22614,2200000,635,Tollygunge,2,3464
22615,6500000,950,Tollygunge,2,6842
22616,8500000,1100,Tollygunge,3,7727
22620,3040000,960,Tollygunge,2,3166
22621,4350000,800,Tollygunge,1,5437
22624,2073999,890,Tollygunge,2,2330
22629,2802000,900,Tollygunge,2,3113
22631,5500000,1228,Tollygunge,2,4478
22632,9729000,1256,Tollygunge,2,7746
22633,7458000,1277,Tollygunge,2,5840
22636,9618000,1270,Tollygunge,2,7573
22637,8231000,1277,Tollygunge,2,6445
22638,7648999,1314,Tollygunge,2,5821
22639,7600000,1495,Tollygunge,2,5083
22640,8200000,1367,Tollygunge,3,5998
22649,7480000,1187,Tollygunge,2,6301
22651,7650000,1314,Tollygunge,2,5821
22652,10100000,1283,Tollygunge,2,7872
22653,8737000,1443,Tollygunge,3,6054
22654,9307000,1538,Tollygunge,3,6051
22655,11100000,1557,Tollygunge,3,7129
22656,12100000,2000,Tollygunge,3,6050
22657,14200000,1301,Tollygunge,2,10914
22658,3040000,1265,Tollygunge,2,2403
22659,7300000,1272,Tollygunge,2,5738
22670,5200000,1277,Tollygunge,2,4072
22671,7000000,1294,Tollygunge,2,5409
22672,9200000,1367,Tollygunge,3,6730
22673,5000000,939,Tollygunge,2,5324
22674,10700000,1590,Tollygunge,3,6729
22675,12200000,1590,Tollygunge,3,7672
22681,7500000,1080,Tollygunge,2,6944
22683,10600000,1000,Tollygunge,2,10600
22685,24500000,1350,Tollygunge,3,18148
22687,15000000,1640,Tollygunge,3,9146
22688,11000000,1720,Tollygunge,3,6395
22690,4695000,647,Tollygunge,2,7256
22693,18000000,2032,Tollygunge,3,8858
22694,14200000,1367,Tollygunge,3,10387
22695,2499000,1316,Tollygunge,2,1898
22698,11600000,1875,Tollygunge,3,6186
22700,2682000,1109,Tollygunge,2,2418
22701,11000000,2232,Tollygunge,4,4928
22703,10500000,1236,Tollygunge,2,8495
22706,16500000,2034,Tollygunge,3,8112
22707,12800000,1272,Tollygunge,2,10062
22708,11399999,1601,Tollygunge,3,7120
22710,10100000,1367,Tollygunge,3,7388
22711,3083000,1316,Tollygunge,2,2342
22712,2912000,1270,Tollygunge,2,2292
22714,6700000,1270,Tollygunge,2,5275
22716,2958000,919,Tollygunge,2,3218
22717,8700000,1277,Tollygunge,2,6812
22719,6000000,1187,Tollygunge,2,5054
22725,5126000,1075,Tollygunge,2,4768
22728,10500000,2160,Tollygunge,4,4861
22729,4599000,1355,Tollygunge,2,3394
22730,10900000,1369,Tollygunge,3,7962
22731,27500000,2896,Topsia,4,9495
22732,3500000,630,Topsia,2,5555
22733,4000000,630,Topsia,2,6349
22734,2300000,1550,Topsia,3,1483
22735,15000000,1990,Topsia,3,7537
22736,6000000,1565,Topsia,3,3833
22738,25000000,4000,Topsia,3,6250
22739,5200000,4000,Topsia,3,1300
22744,3000000,1178,Topsia,3,2546
22745,2062000,1450,Topsia,3,1422
22746,6321000,1535,Topsia,3,4117
22747,17800000,2000,Topsia,4,8900
22748,10300000,1785,Topsia,4,5770
22749,3900000,1750,Topsia,3,2228
22750,4000000,1535,Topsia,3,2605
22751,4350000,9000,Topsia,6,483
22752,29000000,2898,Topsia,4,10006
22755,7270000,1670,Topsia,3,4353
22756,5400000,1106,Topsia,3,4882
22757,11399999,1535,Topsia,3,7426
22759,5000000,1535,Topsia,3,3257
22761,11100000,1906,Topsia,4,5823
22762,8000000,1906,Topsia,4,4197
22763,2787000,1450,Topsia,3,1922
22765,2200000,1535,Topsia,3,1433
22766,6500000,1535,Topsia,3,4234
22767,13700000,1065,Topsia,2,12863
22772,5900000,1123,Ullagaram,3,5253
22773,5861000,1058,Ullagaram,3,5539
22774,6138000,1116,Ullagaram,3,5500
22775,6476000,1222,Ullagaram,3,5299
22776,3250000,805,Ullagaram,2,4037
22777,3300000,809,Ullagaram,2,4079
22778,3315999,809,Ullagaram,2,4098
22779,3315999,809,Ullagaram,2,4098
22780,4994000,910,Ullagaram,2,5487
22781,7650000,1468,Ullagaram,3,5211
22782,7650000,1468,Ullagaram,3,5211
22783,3021000,570,Ullagaram,1,5300
22784,4521000,962,Ullagaram,2,4699
22785,3992000,868,Ullagaram,2,4599
22786,4004999,890,Ullagaram,2,4499
22787,3322000,791,Ullagaram,2,4199
22788,4036999,939,Ullagaram,2,4299
22789,4200000,900,Ullagaram,2,4666
22790,4171000,722,Ullagaram,2,5777
22791,4100000,750,Ullagaram,2,5466
22792,3850000,770,Ultadanga,2,5000
22793,3850000,770,Ultadanga,2,5000
22794,4365000,465,Ultadanga,1,9387
22795,7184999,1021,Ultadanga,1,7037
22796,5079000,1016,Ultadanga,2,4999
22797,5029000,1021,Ultadanga,2,4925
22798,5009000,1011,Ultadanga,2,4954
22799,7139000,1007,Ultadanga,2,7089
22801,5365000,1016,Ultadanga,2,5280
22802,5605000,1021,Ultadanga,2,5489
22803,6609999,1011,Ultadanga,2,6538
22804,4235000,1007,Ultadanga,2,4205
22806,8700000,1021,Ultadanga,2,8521
22807,9200000,1007,Ultadanga,2,9136
22808,6000000,1021,Ultadanga,2,5876
22811,11600000,2095,Ultadanga,4,5536
22814,7300000,1021,Ultadanga,2,7149
22823,5000000,735,Ulwe,1,6802
22824,5800000,540,Ulwe,1,10740
22826,5800000,540,Ulwe,1,10740
22828,4500000,610,Ulwe,1,7377
22829,14500000,1560,Ulwe,3,9294
22831,4900000,700,Ulwe,1,7000
22832,4500000,650,Ulwe,1,6923
22833,4500000,650,Ulwe,1,6923
22834,5500000,690,Ulwe,1,7971
22836,7800000,690,Ulwe,1,11304
22838,16200000,1090,Ulwe,2,14862
22839,3500000,745,Ulwe,1,4697
22840,14000000,600,Ulwe,1,23333
22841,8800000,670,Ulwe,1,13134
22844,6200000,670,Ulwe,1,9253
22845,5000000,693,Ulwe,1,7215
22846,6500000,640,Ulwe,1,10156
22849,6500000,385,Ulwe,1,16883
22852,7500000,685,Ulwe,1,10948
22853,9000000,980,Ulwe,2,9183
22855,4500000,758,Ulwe,1,5936
22856,4700000,689,Ulwe,1,6821
22857,7600000,648,Ulwe,1,11728
22864,8500000,686,Ulwe,1,12390
22866,5000000,693,Ulwe,1,7215
22867,6500000,640,Ulwe,1,10156
22870,6500000,385,Ulwe,1,16883
22873,7500000,685,Ulwe,1,10948
22874,9000000,980,Ulwe,2,9183
22876,4500000,758,Ulwe,1,5936
22877,4700000,689,Ulwe,1,6821
22878,7600000,648,Ulwe,1,11728
22883,10300000,620,Ulwe,1,16612
22884,6000000,715,Ulwe,1,8391
22890,9700000,725,Ulwe,1,13379
22894,8000000,655,Ulwe,1,12213
22897,18200000,1100,Ulwe,2,16545
22900,18200000,1100,Ulwe,2,16545
22905,3700000,688,Ulwe,1,5377
22906,3700000,667,Ulwe,1,5547
22907,13500000,679,Ulwe,1,19882
22908,5700000,725,Ulwe,1,7862
22909,13799999,725,Ulwe,1,19034
22910,4000000,665,Ulwe,1,6015
22912,16000000,685,Ulwe,1,23357
22913,16000000,1075,Ulwe,2,14883
22915,8600000,2905,Ulwe,5,2960
22916,16000000,1690,Ulwe,3,9467
22917,17500000,1215,Ulwe,2,14403
22918,29200000,2905,Ulwe,4,10051
22922,35000000,1700,Ulwe,3,20588
22924,16500000,1660,Ulwe,3,9939
22926,5250000,650,Ulwe,1,8076
22927,3951000,650,Ulwe,1,6078
22929,4500000,680,Ulwe,1,6617
22930,4151000,680,Ulwe,1,6104
22931,4151000,650,Ulwe,1,6386
22932,3500000,650,Ulwe,1,5384
22933,3500000,650,Ulwe,1,5384
22934,2899000,650,Ulwe,1,4460
22935,5999000,450,Ulwe,1,13331
22937,3000000,650,Ulwe,1,4615
22938,4550000,550,Ulwe,1,8272
22939,3990000,650,Ulwe,1,6138
22940,4000000,650,Ulwe,1,6153
22941,4000000,650,Ulwe,1,6153
22942,4151000,650,Ulwe,1,6386
22943,4225000,650,Ulwe,1,6500
22944,4140999,650,Ulwe,1,6370
22945,3000000,650,Ulwe,1,4615
22946,4000000,550,Ulwe,1,7272
22947,6500000,650,Ulwe,1,10000
22948,7150000,650,Ulwe,1,11000
22949,10500000,1050,Ulwe,2,10000
22950,3500000,650,Ulwe,1,5384
22951,3500000,650,Ulwe,1,5384
22952,4000000,650,Ulwe,1,6153
22953,6800000,650,Ulwe,1,10461
22955,8700000,650,Ulwe,1,13384
22956,5100000,550,Ulwe,1,9272
22957,4000000,650,Ulwe,1,6153
22958,4099000,650,Ulwe,1,6306
22959,4400000,650,Ulwe,1,6769
22960,12000000,650,Ulwe,1,18461
22962,4500000,450,Ulwe,1,10000
22963,7198999,680,Ulwe,1,10586
22966,4000000,550,Ulwe,1,7272
22967,8700000,650,Ulwe,1,13384
22968,4200000,640,Ulwe,1,6562
22969,9000000,640,Ulwe,1,14062
22970,7200000,450,Ulwe,1,16000
22975,3950000,650,Ulwe,1,6076
22976,4500000,630,Ulwe,1,7142
22977,14500000,680,Ulwe,1,21323
22978,15000000,1050,Ulwe,2,14285
22980,4200000,650,Ulwe,1,6461
22981,4200000,720,Ulwe,1,5833
22982,4200000,720,Ulwe,1,5833
22984,17500000,1550,Ulwe,3,11290
22985,19500000,1350,Ulwe,2,14444
22986,16500000,1156,Ulwe,2,14273
22987,20000000,1660,Ulwe,3,12048
22989,16500000,1156,Ulwe,2,14273
22990,20000000,1660,Ulwe,3,12048
22991,18500000,1650,Ulwe,3,11212
22994,33500000,1650,Ulwe,3,20303
22998,2500000,680,Ulwe,1,3676
23002,5600000,670,Ulwe,1,8358
23003,10100000,670,Ulwe,1,15074
23005,4500000,675,Ulwe,1,6666
23006,5000000,650,Ulwe,1,7692
23007,5000000,735,Ulwe,1,6802
23008,6800000,735,Ulwe,1,9251
23016,5500000,650,Ulwe,1,8461
23017,5000000,675,Ulwe,1,7407
23018,5000000,650,Ulwe,1,7692
23019,5000000,650,Ulwe,1,7692
23020,7350000,650,Ulwe,1,11307
23022,4000000,635,Ulwe,1,6299
23023,4500000,600,Ulwe,1,7500
23024,14000000,665,Ulwe,1,21052
23025,4000000,650,Ulwe,1,6153
23026,4000000,650,Ulwe,1,6153
23027,7000000,650,Ulwe,1,10769
23028,8000000,920,Ulwe,1,8695
23030,8500000,650,Ulwe,1,13076
23032,7000000,650,Ulwe,1,10769
23033,5500000,650,Ulwe,1,8461
23034,3500000,650,Ulwe,1,5384
23035,4000000,620,Ulwe,1,6451
23036,4000000,650,Ulwe,1,6153
23037,4800000,650,Ulwe,1,7384
23038,4800000,670,Ulwe,1,7164
23040,6299000,670,Ulwe,1,9401
23041,4200000,650,Ulwe,1,6461
23042,4100000,650,Ulwe,1,6307
23043,4500000,650,Ulwe,1,6923
23044,4500000,650,Ulwe,1,6923
23045,4500000,650,Ulwe,1,6923
23046,7500000,420,Ulwe,1,17857
23048,4500000,650,Ulwe,1,6923
23049,4500000,650,Ulwe,1,6923
23050,4500000,650,Ulwe,1,6923
23051,2700000,650,Ulwe,1,4153
23052,5500000,420,Ulwe,1,13095
23053,12000000,1250,Ulwe,2,9600
23054,12000000,1450,Ulwe,3,8275
23057,14000000,1100,Ulwe,2,12727
23060,5000000,650,Ulwe,1,7692
23061,7500000,680,Ulwe,1,11029
23064,5300000,420,Ulwe,1,12619
23065,5200000,650,Ulwe,1,8000
23066,3536000,650,Ulwe,1,5440
23067,4000000,650,Ulwe,1,6153
23068,3300000,650,Ulwe,1,5076
23069,4200000,630,Ulwe,1,6666
23070,4200000,650,Ulwe,1,6461
23071,3700000,650,Ulwe,1,5692
23072,4500000,650,Ulwe,1,6923
23073,6000000,650,Ulwe,1,9230
23074,6000000,650,Ulwe,1,9230
23075,5400000,650,Ulwe,1,8307
23076,4500000,650,Ulwe,1,6923
23077,4361000,650,Ulwe,1,6709
23078,3650000,650,Ulwe,1,5615
23083,5700000,670,Ulwe,1,8507
23084,9600000,670,Ulwe,1,14328
23086,11500000,1123,Ulwe,2,10240
23088,4700000,656,Ulwe,1,7164
23089,6500000,656,Ulwe,1,9908
23092,5400000,670,Ulwe,1,8059
23093,13500000,980,Ulwe,2,13775
23098,11000000,1000,Ulwe,2,11000
23099,11500000,1350,Ulwe,3,8518
23103,5100000,690,Ulwe,1,7391
23104,6694000,690,Ulwe,1,9701
23107,7800000,675,Ulwe,1,11555
23108,8000000,750,Ulwe,1,10666
23109,13000000,1350,Ulwe,2,9629
23111,25000000,1155,Ulwe,2,21645
23112,19000000,1155,Ulwe,2,16450
23113,13500000,1260,Ulwe,2,10714
23114,11800000,1235,Ulwe,2,9554
23116,22500000,1580,Ulwe,3,14240
23117,5990000,695,Ulwe,1,8618
23121,4000000,450,Ulwe,1,8888
23122,4000000,450,Ulwe,1,8888
23123,5400000,700,Ulwe,1,7714
23124,8800000,700,Ulwe,1,12571
23125,3900000,697,Ulwe,1,5595
23126,3900000,697,Ulwe,1,5595
23127,3700000,727,Ulwe,1,5089
23129,28000000,1185,Ulwe,2,23628
23130,28000000,1250,Ulwe,2,22400
23131,4300000,645,Ulwe,1,6666
23132,7800000,610,Ulwe,1,12786
23133,22000000,1660,Ulwe,3,13253
23134,12500000,1240,Ulwe,2,10080
23136,14600000,675,Ulwe,1,21629
23137,14600000,675,Ulwe,1,21629
23138,4179999,420,Ulwe,1,9952
23140,9499000,400,Ulwe,1,23747
23141,22500000,1335,Ulwe,2,16853
23146,4800000,687,Ulwe,1,6986
23147,5600000,679,Ulwe,1,8247
23150,5600000,667,Ulwe,1,8395
23151,5700000,687,Ulwe,1,8296
23152,12500000,1155,Ulwe,2,10822
23153,7800000,685,Ulwe,1,11386
23154,22500000,1350,Ulwe,3,16666
23155,8900000,700,Ulwe,1,12714
23157,12000000,1140,Ulwe,2,10526
23158,11000000,1150,Ulwe,3,9565
23162,5900000,735,Ulwe,1,8027
23163,10000000,700,Ulwe,2,14285
23164,8400000,700,Ulwe,2,12000
23165,22500000,1548,Ulwe,3,14534
23166,23000000,1145,Ulwe,2,20087
23168,14800000,1635,Ulwe,3,9051
23169,13500000,1635,Ulwe,3,8256
23173,11500000,1158,Ulwe,2,9930
23178,18500000,1157,Ulwe,2,15989
23179,22500000,1165,Ulwe,2,19313
23180,22500000,1140,Ulwe,2,19736
23183,6000000,1000,Uttam Nagar,3,6000
23184,6000000,1000,Uttam Nagar,3,6000
23194,6500000,1200,Uttam Nagar,4,5416
23198,5150000,900,Uttam Nagar,3,5722
23199,9200000,1450,Uttam Nagar,4,6344
23213,6500000,1200,Uttam Nagar,4,5416
23221,5400000,900,Uttam Nagar,3,6000
23238,6500000,1000,Uttam Nagar,3,6500
23239,5800000,900,Uttam Nagar,3,6444
23259,2000000,500,Uttam Nagar,1,4000
23269,7000000,1000,Uttam Nagar,3,7000
23270,2400000,500,Uttam Nagar,1,4800
23271,2000000,450,Uttam Nagar,1,4444
23273,2500000,450,Uttam Nagar,1,5555
23277,8900000,1400,Uttam Nagar,4,6357
23280,7000000,1250,Uttam Nagar,4,5600
23283,9000000,1500,Uttam Nagar,4,6000
23284,8900000,1400,Uttam Nagar,4,6357
23288,6200000,900,Uttam Nagar,3,6888
23289,6800000,1000,Uttam Nagar,3,6800
23291,6000000,1025,Uttam Nagar,3,5853
23295,2400000,500,Uttam Nagar,1,4800
23305,6500000,540,Uttam Nagar,1,12037
23306,5199000,900,Uttam Nagar,3,5776
23308,4500000,700,Uttam Nagar,2,6428
23314,16500000,600,Uttam Nagar,2,27500
23315,8900000,1500,Uttam Nagar,4,5933
23322,18000000,900,Uttam Nagar,3,20000
23326,4551000,650,Uttam Nagar,2,7001
23327,13000000,900,Uttam Nagar,3,14444
23331,5500000,600,Uttam Nagar,2,9166
23333,7500000,800,Uttam Nagar,2,9375
23335,15500000,900,Uttam Nagar,3,17222
23341,4200000,675,Uttam Nagar,2,6222
23343,4200000,675,Uttam Nagar,2,6222
23345,4500000,650,Uttam Nagar,1,6923
23347,4600000,650,Uttam Nagar,2,7076
23348,3675000,830,Uttam Nagar,1,4427
23349,4400000,650,Uttam Nagar,2,6769
23351,4400000,650,Uttam Nagar,2,6769
23355,3500000,450,Uttam Nagar,1,7777
23360,4500000,600,Uttam Nagar,2,7500
23361,13500000,900,Uttam Nagar,3,15000
23362,4900000,600,Uttam Nagar,2,8166
23365,14000000,600,Uttam Nagar,2,23333
23366,16500000,900,Uttam Nagar,3,18333
23377,18000000,600,Uttam Nagar,2,30000
23379,5267000,1505,Uttarahalli,3,3499
23380,3507000,1002,Uttarahalli,2,3500
23381,4816000,1376,Uttarahalli,3,3500
23382,4312000,1232,Uttarahalli,2,3500
23383,5295000,1513,Uttarahalli,3,3499
23384,3696000,1056,Uttarahalli,2,3500
23385,4140000,1183,Uttarahalli,2,3499
23386,3832000,1095,Uttarahalli,2,3499
23387,3377000,965,Uttarahalli,2,3499
23388,4560000,1303,Uttarahalli,3,3499
23389,5015000,1433,Uttarahalli,3,3499
23390,3769000,1077,Uttarahalli,2,3499
23391,3447000,985,Uttarahalli,2,3499
23392,4956000,1416,Uttarahalli,3,3500
23393,5323000,1521,Uttarahalli,3,3499
23394,3954999,1130,Uttarahalli,2,3499
23395,3419000,977,Uttarahalli,2,3499
23396,5351000,1529,Uttarahalli,3,3499
23397,4434000,1267,Uttarahalli,3,3499
23398,11000000,1690,Uttarahalli,3,6508
23399,24000000,4686,Uttarahalli,4,5121
23400,16100000,2235,Uttarahalli,3,7203
23402,8400000,1500,Uttarahalli,3,5600
23406,8600000,1400,Uttarahalli,3,6142
23407,3293000,1045,Uttarahalli,2,3151
23411,7840000,1400,Uttarahalli,3,5600
23412,8120000,1450,Uttarahalli,3,5600
23413,8400000,1500,Uttarahalli,3,5600
23414,8400000,1500,Uttarahalli,3,5600
23415,8400000,1500,Uttarahalli,3,5600
23416,10800000,2353,Uttarahalli,3,4589
23417,20400000,2353,Uttarahalli,3,8669
23418,8672000,2235,Uttarahalli,3,3880
23419,12800000,2243,Uttarahalli,3,5706
23421,13200000,2353,Uttarahalli,3,5609
23422,13200000,2353,Uttarahalli,3,5609
23423,5600000,1340,Uttarahalli Hobli,3,4179
23424,6850000,1305,Uttarahalli Hobli,2,5249
23425,7200000,1395,Uttarahalli Hobli,1,5161
23426,4700000,1352,Uttarahalli Hobli,3,3476
23427,4700000,1352,Uttarahalli Hobli,3,3476
23428,7678000,1002,Uttarahalli Hobli,2,7662
23429,7250000,1000,Uttarahalli Hobli,2,7250
23430,12200000,1300,Uttarahalli Hobli,3,9384
23431,3650000,1300,Uttarahalli Hobli,3,2807
23432,4500000,1339,Uttarahalli Hobli,2,3360
23435,8400000,1450,Uttarahalli Main Road,3,5793
23436,7840000,1400,Uttarahalli Main Road,3,5600
23437,8400000,1500,Uttarahalli Main Road,3,5600
23438,8400000,1400,Uttarahalli Main Road,3,6000
23441,8400000,1450,Uttarahalli Main Road,3,5793
23442,8400000,1400,Uttarahalli Main Road,3,6000
23445,4054000,850,Uttarahalli Main Road,2,4769
23446,4237000,1105,Uttarahalli Main Road,2,3834
23448,8400000,1500,Uttarahalli Main Road,3,5600
23450,8400000,1400,Uttarahalli Main Road,3,6000
23453,8400000,1400,Uttarahalli Main Road,3,6000
23454,8120000,1105,Uttarahalli Main Road,2,7348
23455,8400000,1500,Uttarahalli Main Road,3,5600
23456,8400000,1450,Uttarahalli Main Road,3,5793
23457,8120000,1400,Uttarahalli Main Road,3,5800
23458,8400000,1500,Uttarahalli Main Road,3,5600
23460,8400000,1500,Uttarahalli Main Road,3,5600
23461,8400000,1500,Uttarahalli Main Road,3,5600
23463,8400000,1500,Uttarahalli Main Road,3,5600
23464,8400000,1400,Uttarahalli Main Road,3,6000
23467,6188000,1105,Uttarahalli Main Road,2,5600
23468,8400000,1500,Uttarahalli Main Road,3,5600
23471,8400000,1400,Uttarahalli Main Road,3,6000
23472,8400000,1105,Uttarahalli Main Road,2,7601
23474,8400000,1450,Uttarahalli Main Road,3,5793
23475,8400000,1400,Uttarahalli Main Road,3,6000
23478,8400000,1500,Uttarahalli Main Road,3,5600
23480,8400000,1500,Uttarahalli Main Road,3,5600
23482,8081999,1400,Uttarahalli Main Road,3,5772
23483,8400000,1500,Uttarahalli Main Road,3,5600
23484,7208000,1105,Uttarahalli Main Road,2,6523
23486,3100000,1105,Uttarahalli Main Road,2,2805
23489,6917000,1105,Uttarahalli Main Road,2,6259
23490,2852000,920,Uttarpara Kotrung,2,3100
23492,2774000,900,Uttarpara Kotrung,2,3082
23493,3906000,895,Uttarpara Kotrung,2,4364
